TIC,sectors,period,range
348992322,[10],7.17,
348996519,"[1, 2]",7.3902,0.05959999999999965
348996978,"[1, 2, 3, 4, 5, 6, 8, 34]",5.391837499999999,0.9550000000000001
349055504,"[1, 2, 3, 4, 5, 6, 7, 8]",0.9061350000000001,0.5601599999999999
349059308,[1],7.08,
349127336,"[7, 34]",0.495835,0.33064999999999994
349153738,[13],1.333,
349153803,[1],6.8588,
349157651,"[1, 2, 3, 5, 6, 7, 8, 10, 11, 12, 13, 29, 30, 31, 33, 34, 35]",7.188123529411765,4.7001
349195685,"[1, 2, 3, 4, 5, 7, 8, 9, 10, 11, 13, 31]",0.24090833333333336,0.00022999999999998022
349199378,[7],3.6347,
349205952,[7],8.017,
349210509,[7],1.8615,
349268374,"[1, 12, 13]",6.5351,2.6452999999999998
349271979,[1],7.665,
349274787,"[1, 2, 3, 4, 7, 8, 10, 11, 12, 27, 28, 31, 32, 33, 34, 35]",4.9952125,3.7922000000000002
349293806,[18],7.203,
349294278,[18],3.1388,
349307344,"[1, 2, 3, 4, 5, 6, 7, 9, 10, 11, 12, 13, 29, 30, 31, 32, 33, 34]",3.562333333333333,0.09479999999999977
349307345,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 27, 28, 29, 30, 31, 32, 33, 34]",0.4421419047619048,0.0006099999999999994
349307853,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 28, 29, 30, 31, 32, 33, 34]",0.13649449999999996,2.0000000000020002e-05
349317497,"[7, 34]",1.004655,0.0020900000000001473
349325966,[7],5.3886,
349352783,[18],11.311,
349354964,[18],5.2891,
349354998,[18],4.43,
349355191,[18],8.193,
349373442,[1],7.137,
349375402,[2],2.379,
349409843,"[1, 5, 7, 31, 33, 34, 35]",1.4212642857142856,7.04184
349412351,"[7, 8, 12, 13]",3.8291375,7.116820000000001
349420922,"[7, 34]",0.048494999999999996,0.03641
349434418,[13],10.245,
349448543,[19],3.4296,
349449345,[19],2.01,
349449810,[19],2.3705,
349451519,[19],1.737,
349451846,[19],0.98476,
349451922,[19],1.6197,
349452065,[19],3.6852,
349452195,[19],3.4837,
349452467,[19],2.54229,
349452489,[19],4.14,
349480220,"[1, 8, 30]",8.342999999999998,1.6989999999999998
349480946,[33],7.901,
349482824,[13],7.37,
349485031,"[1, 2, 3, 7, 8, 9, 10, 11, 12, 13, 28, 34, 35]",8.283238461538462,1.5970000000000004
349516598,[19],8.022,
349548767,[13],7.2749,
349569942,"[12, 13]",7.27965,0.2907000000000002
349572861,[1],0.51417,
349573009,"[1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 12, 13, 27, 28, 29, 30, 31, 32, 33, 34, 35]",2.6294171428571427,0.04396000000000022
349576644,[1],8.034,
349581557,[19],0.93997,
349634055,[13],7.388,
349643313,[8],7.735,
349643986,"[4, 8, 10, 11, 13]",1.0421939999999998,0.059819999999999984
349683563,[1],7.365,
349691834,[19],3.894,
349696100,[19],0.20255,
349761522,"[8, 9, 34]",5.7697666666666665,5.5273
349765888,"[3, 5, 6, 10, 12, 31, 32]",7.517099999999999,6.698300000000001
349767901,"[1, 3, 4]",6.750766666666666,2.7527
349768033,[10],13.7,
349768409,[13],7.4976,
349772946,[19],1.53062,
349773505,[19],6.52,
349778713,[19],4.5872,
349784000,"[1, 2, 3]",1.6620966666666668,0.01635999999999993
349790110,"[1, 2, 3]",8.013366666666666,1.6289999999999996
349807611,[13],7.2856,
349864305,[12],3.0596,
349865624,[12],6.967,
349898319,[13],5.9259,
349898345,[13],3.6748,
349904363,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 27, 28, 30, 31, 32, 33, 34, 35]",4.077004761904762,0.15039999999999942
349904435,[1],7.1622,
349906120,"[1, 7, 9, 10, 13]",7.674499999999999,0.7290000000000001
349916189,[22],6.14,
349920992,"[6, 7, 8, 9, 33, 34, 35]",6.579642857142857,3.6517
349924196,[7],7.549,
349924952,"[6, 33, 35]",5.234266666666667,0.23899999999999988
349927140,"[6, 7, 8, 33, 34, 35]",2.09899,0.024110000000000298
349963792,[12],6.4034,
349964152,[12],0.03767,
349964921,"[4, 5, 8, 11, 12, 13]",8.754666666666667,6.327999999999999
349965849,[2],2.3712,
349966879,"[3, 4, 6, 7, 10, 11, 12, 13, 31, 32, 33, 34, 35]",5.9064999999999985,3.5828
349971659,"[12, 13]",7.3152,0.5495999999999999
349971666,"[1, 2, 3, 5, 7, 12, 13, 32, 33]",7.160377777777778,0.9156000000000004
349971909,"[1, 12]",7.4495000000000005,0.16100000000000048
349979046,"[16, 17, 18, 19]",1.646025,0.01195999999999997
350024362,"[1, 2, 3, 4, 5, 7, 10, 11, 13, 29, 32, 33, 34, 35]",3.821928571428572,0.4836999999999998
350025519,"[1, 2, 3, 4, 5, 7, 8, 9, 10, 11, 12, 13, 27, 28, 29, 30, 31, 32, 33, 34, 35]",0.03842142857142857,0.00010000000000000286
350025998,"[2, 4, 5, 7, 10, 11, 12, 31]",0.25376,0.1564
350028197,"[1, 3, 4, 5, 11, 29, 35]",0.6980985714285713,0.007269999999999999
350028792,"[4, 5, 13, 31, 32, 34, 35]",2.111294285714286,6.0453
350028995,"[2, 3, 4, 5, 6, 7, 8, 10, 13, 31, 34]",2.059650909090909,6.61695
350029702,"[1, 3, 5, 9, 13]",7.93368,6.886000000000001
350030010,[1],7.1801,
350030370,"[1, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 33, 34, 35]",5.532159999999999,1.064
350031603,"[4, 6, 7, 9, 10, 13]",6.026816666666666,0.09550000000000036
350073391,"[24, 25, 26]",4.418,2.049
350078457,[12],0.91295,
350092544,"[1, 8]",0.288055,0.19189
350092885,"[4, 5, 6, 7, 8, 10, 11, 27]",1.32620125,0.014550000000000063
350094266,"[3, 5, 9, 10, 13, 30]",6.588433333333334,3.8524
350094730,"[4, 7, 8, 9, 34]",0.796386,0.008179999999999965
350096409,"[2, 10, 12, 13]",6.922875,0.15329999999999977
350131344,[17],6.1946,
350138721,"[8, 10, 30, 31, 34, 35]",0.44108166666666665,0.00046999999999997044
350139027,[1],7.416,
350139461,"[1, 3, 4, 7, 8, 9, 10, 11, 13, 27, 30, 31, 33, 34, 35]",2.581432,0.05697000000000019
350140337,"[13, 28]",7.5375,0.133
350141505,"[1, 2, 3]",9.6402,0.9085999999999999
350145729,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]",2.6757446153846156,0.11000000000000032
350146388,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 27, 28, 29, 30, 31, 32, 33, 34, 35]",3.0839181818181824,0.4969999999999999
350181813,"[1, 35]",8.905000000000001,0.47000000000000064
350182797,"[13, 28, 34]",5.25366,6.2990200000000005
350183690,"[3, 4, 7, 8, 9, 10, 11, 13, 34, 35]",5.95853,0.40729999999999933
350184471,"[1, 3, 4, 7, 8, 9, 10, 11, 13, 27, 30, 31, 33, 34, 35]",0.3828740000000001,0.0005399999999999849
350286229,[12],0.491,
350288956,[12],2.15,
350473822,[12],4.3757,
350576082,[12],2.83,
350659686,[12],9.43,
350665183,[12],0.8,
350686019,[12],0.28226,
350691555,[12],0.90279,
350852989,[12],5.7136,
350853605,[12],1.904,
350968300,[12],3.0856,
350980380,[12],2.21019,
350989023,"[14, 26]",7.7378,0.0815999999999999
350989117,"[14, 26]",1.15533,0.0013399999999998968
350990074,"[14, 26]",2.6893149999999997,0.0013700000000000934
350991582,"[14, 26]",2.25052,0.018959999999999866
350992203,"[14, 26]",3.9770000000000003,0.026000000000000245
350992728,[14],4.6369,
350992982,[26],5.7818,
350993119,[26],5.2093,
350993542,[14],4.6214,
350993694,"[14, 26]",0.26607499999999995,0.00032999999999999696
351066084,[14],0.62191,
351071108,[14],6.928,
351090044,[12],6.8668,
351097448,[12],0.0867,
351106757,[12],1.01126,
351107148,[12],0.8241,
351167300,[14],2.01147,
351196234,"[14, 15, 16]",7.991666666666666,6.0649999999999995
351283390,[12],6.306,
351283996,[12],7.094,
351320579,[15],1.72549,
351365404,"[18, 25]",0.38880000000000003,0.00040000000000001146
351426680,[12],0.26565,
351433283,[15],7.98,
351466094,[18],8.007,
351466110,[18],5.82,
351478393,[15],7.034,
351480327,[16],8.19,
351521478,[12],0.0378,
351547540,[25],7.736,
351611685,"[24, 25]",1.0915750000000002,2.999999999997449e-05
351613858,"[18, 24, 25]",0.9261766666666666,0.0008899999999999464
351815237,[12],7.6284,
351820056,[12],1.50757,
351821397,[12],7.165,
351867058,[16],12.86,
351876618,"[18, 24, 25]",1.67181,0.02754000000000012
351898995,[16],2.5236,
351926644,[15],0.28925,
351927192,[14],4.39,
351931966,[15],4.85,
351939704,"[14, 15, 16]",1.88188,0.05503999999999998
352029599,"[18, 24, 25]",0.4041333333333334,0.00030999999999997696
352041547,"[14, 15, 16]",0.4692066666666667,0.18666000000000005
352041622,[16],0.53083,
352044308,"[14, 16]",4.590199999999999,0.1003999999999996
352057421,[12],7.645,
352117759,[24],0.56661,
352145660,[17],6.507,
352160464,"[14, 16]",4.7803,0.009400000000000297
352162814,"[14, 16]",2.15259,0.0006599999999998829
352166716,"[14, 16]",0.998145,0.016289999999999916
352178264,[17],14.08,
352197404,[24],2.80822,
352235597,"[14, 15, 16]",4.4146,0.2253999999999996
352238065,[15],6.7958,
352258357,[17],5.04,
352264907,[14],3.6041,
352265123,"[14, 15, 16]",3.4446,0.011400000000000077
352266457,"[14, 15]",1.50551,0.0017599999999999838
352269305,"[14, 15, 16]",0.91563,0.006680000000000019
352271574,"[14, 15, 16]",4.5135,0.5875000000000004
352271589,[15],7.1758,
352279418,"[24, 25]",6.929,0.20199999999999996
352281281,[18],12.38,
352376151,[14],1.78813,
352376498,[14],3.498,
352413758,[20],0.37893,
352421850,[14],4.48,
352425891,"[24, 25]",6.662100000000001,0.3158000000000003
352432364,"[24, 25]",10.3785,2.157
352450271,[17],1.11912,
352451441,[15],4.5251,
352526531,[14],3.643,
352556109,"[15, 16]",4.1858,0.09160000000000057
352574842,"[18, 24]",7.0235,0.35299999999999976
352678873,[24],9.402,
352693903,"[15, 16, 17, 18, 24]",5.2850600000000005,0.5244
352695409,"[15, 24]",6.64035,0.3993000000000002
352762823,"[15, 16, 17, 24]",3.4535,0.10939999999999994
352763611,[17],4.626,
352774451,"[24, 25]",0.24378,7.999999999999674e-05
352774497,"[18, 24, 25]",1.8161333333333332,0.004890000000000061
352787151,[17],11.8,
352810080,[18],11.617,
352810192,[18],11.179,
352810659,[18],11.15,
352811633,[18],10.632,
352813736,[18],10.65,
352825514,"[15, 17, 24]",6.771866666666667,0.5374000000000008
352825519,"[15, 16]",6.45875,0.25570000000000004
352825715,"[15, 16, 17, 24]",1.9523725,0.007079999999999975
352825888,"[15, 16, 17, 24]",3.4161,0.06600000000000028
352830360,[17],7.56,
352838070,[24],8.49,
352843775,[24],0.4259,
352902849,[19],6.686,
352909329,[19],6.409,
352921926,[24],4.7928,
352921928,[24],4.7928,
352929377,"[24, 25]",1.471765,0.006809999999999983
352939641,[19],1.65803,
352940107,[19],0.51876,
352944093,[19],0.758,
352944612,[19],8.011,
352948498,[15],7.73,
352951693,"[16, 17, 24]",0.35374333333333335,0.0006199999999999539
353010960,[18],7.065,
353018652,[18],3.45,
353037875,"[15, 16]",1.101615,0.004469999999999974
353043859,[19],5.58,
353045648,[19],8.256,
353046798,[19],1.9707,
353063511,[19],0.03193,
353067836,[19],0.69647,
353074594,[24],4.7198,
353075941,"[18, 24, 25]",5.430733333333333,3.5882000000000005
353080382,[24],6.8325,
353083245,"[19, 25]",1.7067999999999999,0.014220000000000121
353126390,[19],1.91278,
353126923,[19],2.7085,
353128455,[19],6.7508,
353130391,[19],0.48019,
353167914,[19],7.586,
353170310,[24],1.26543,
353201702,[19],0.85042,
353202794,[19],2.59124,
353203910,[19],3.1912,
353206655,[19],0.95124,
353208886,[15],0.96589,
353213115,"[15, 16]",1.1715499999999999,0.0029000000000001247
353330912,[19],4.3711,
353387506,[19],7.45,
353392883,[19],0.68313,
353473861,[19],0.93155,
353483138,[19],6.481,
353504122,[18],5.9139,
353504492,[17],7.375,
353556099,"[19, 25]",7.89495,6.0561
353557668,"[18, 19, 25]",0.5751366666666667,0.00027999999999994696
353559658,[25],6.792,
353570399,[19],3.132,
353576709,[19],11.047,
353603991,"[18, 19]",5.977,3.5460000000000003
353604192,[25],10.906,
353608397,"[18, 19, 25]",0.6955166666666667,0.0007800000000000029
353624892,"[16, 17]",7.1480999999999995,0.5805999999999996
353626222,"[16, 17]",1.64435,0.000700000000000145
353639011,[19],11.595,
353665855,[14],3.0815,
353674410,[19],0.1036,
353679626,[19],10.613,
353684620,"[18, 19, 25]",3.9545,0.10639999999999983
353694223,[19],0.47639,
353700553,[25],6.69,
353734963,"[16, 17]",4.743399999999999,0.024999999999999467
353765282,[19],0.26319,
353786324,[14],7.0136,
353788988,[14],6.0581,
353843446,[19],0.0282,
353846256,[19],2.11,
353857392,"[16, 17]",1.340305,0.0006099999999999994
353861203,[16],4.537,
353904702,[19],4.5661,
353928236,[18],6.343,
353958716,[18],3.1173,
353959703,[19],3.975,
353972861,"[16, 17]",4.679600000000001,4.0208
353996062,[19],4.9139,
354016766,[17],7.03,
354024469,[19],5.0081,
354030443,[19],11.818,
354039293,[16],6.0124,
354044679,"[17, 19, 24, 25]",0.4454575,0.00039000000000000146
354103608,[17],0.61177,
354115871,[19],8.32,
354128151,[18],4.9393,
354129146,[18],0.28227,
354130794,[18],1.76,
354130886,[18],0.95732,
354132960,[18],0.72441,
354132964,[18],0.72441,
354132998,[18],3.006,
354145421,[19],6.9403,
354157919,"[17, 18]",6.2125,0.01499999999999968
354158831,"[17, 18]",2.73855,0.06289999999999996
354161476,[19],0.93197,
354175234,[18],0.69234,
354175386,[18],6.5539,
354180784,[18],3.016,
354184339,[19],1.61146,
354244535,[24],8.612,
354244544,[25],1.04386,
354245388,"[18, 19, 24, 25]",3.7534499999999995,0.011099999999999888
354247817,"[17, 19, 24, 25]",4.5651,0.5161000000000007
354250541,[18],6.5963,
354250542,[18],6.5963,
354379551,"[17, 19, 24, 25]",2.7639750000000003,1.847
354393312,[19],4.646,
354413175,[25],4.465,
354422173,[17],4.7,
354525026,[19],6.161,
354575886,[14],1.48804,
354635954,[18],0.67523,
354639361,[18],0.37411,
354640065,[18],1.188,
354641669,[18],0.39568,
354672916,[33],0.71029,
354673065,"[7, 33]",3.4848,0.010400000000000187
354673606,[33],4.1845,
354687427,[17],6.0062,
354701915,[25],0.414,
354701925,[19],5.894,
354704895,[25],0.69262,
354713592,"[18, 19]",1.8885800000000001,0.033519999999999994
354716644,[18],3.228,
354787952,[19],2.17345,
354789641,[18],0.30262,
354790606,[18],4.07,
354791191,[18],0.74595,
354791999,[18],0.41101,
354792404,[18],0.806,
354793407,[18],2.49463,
354794151,[18],3.301,
354794545,[18],1.23955,
354795914,[18],2.3826,
354824205,"[7, 9]",6.2828,0.09500000000000064
354824451,[35],0.95,
354824471,"[7, 9, 35]",0.95126,0.0013699999999999823
354824485,[35],4.651,
354824634,"[7, 8, 9, 35]",1.0608175000000002,0.0022100000000000453
354824731,"[7, 8, 9]",2.5733433333333333,0.025129999999999875
354824808,"[7, 8, 9, 35]",1.262175,0.008599999999999941
354824824,[7],3.108,
354824881,[9],6.9901,
354825052,"[8, 9, 35]",2.529506666666667,0.03147999999999973
354825054,"[8, 9, 35]",2.526973333333333,0.040349999999999664
354825147,"[7, 9, 35]",0.4161266666666667,0.0009000000000000119
354825301,"[7, 9]",0.506285,0.0001100000000000545
354825318,[35],4.638,
354825378,"[7, 8]",1.32114,1.5141199999999997
354825442,[7],3.9689,
354825455,[7],3.954,
354825459,[7],3.954,
354825462,[7],3.842,
354825491,[7],0.74169,
354825492,[7],1.78479,
354825504,"[7, 8, 9, 35]",1.9775725,0.05034000000000005
354825551,[7],0.61096,
354825556,[8],2.16,
354825562,"[7, 8, 9]",4.2729,0.09999999999999964
354825563,[35],6.44,
354825613,[35],3.75,
354825685,"[7, 9]",1.11007,0.0021400000000000308
354825690,"[7, 8]",3.89215,0.11390000000000011
354825980,"[9, 34]",3.35497,3.74806
354826245,"[7, 9, 34, 35]",0.8197274999999999,0.0013900000000000023
354826810,"[7, 34, 35]",6.313166666666667,0.3955000000000002
354826812,"[7, 34, 35]",6.313166666666667,0.3955000000000002
354826967,"[7, 34, 35]",4.874266666666666,0.10170000000000012
354827307,"[7, 34, 35]",0.09536,1.9999999999992246e-05
354827462,[34],9.693,
354828114,[34],1.63963,
354828118,"[34, 35]",2.9263500000000002,0.03269999999999973
354828167,"[34, 35]",1.62107,0.04031999999999991
354828838,"[34, 35]",1.98687,0.03654000000000002
354829380,"[7, 9, 34]",0.9623766666666667,0.0011700000000000044
354829719,"[34, 35]",0.446,0.0
354830107,"[7, 8, 9, 34, 35]",4.85638,0.2195999999999998
354830350,"[7, 9]",0.95851,0.0
354830621,"[7, 8]",5.1639,0.027800000000000047
354831708,"[7, 8, 34, 35]",5.389150000000001,0.2837000000000005
354832823,"[19, 25]",7.4183,0.8319999999999999
354837217,[18],9.239,
354841770,"[18, 19]",7.4005,0.5589999999999993
354851276,[14],2.6057,
354871623,[19],5.5419,
354923167,[19],0.49415,
354926603,[19],6.57,
354929830,[7],7.76,
354933910,"[7, 8, 34, 35]",2.6109675,0.15203999999999995
354965696,"[18, 19, 25]",4.787,0.1932999999999998
354969523,"[18, 19]",5.623049999999999,0.047699999999999854
354971609,[19],5.2,
354998800,"[9, 11, 35]",0.6731400000000001,0.0005800000000000249
355000563,[8],0.279,
355005716,[9],0.13349,
355067291,[19],3.8272,
355081233,[9],0.34236,
355082227,"[8, 9, 10, 35]",1.8036775,0.011160000000000059
355085185,"[9, 35]",3.56095,0.13790000000000013
355089540,"[8, 9, 10, 11, 35]",4.0327,0.2088000000000001
355146903,[19],4.835,
355148542,[19],5.5025,
355150976,"[9, 35]",5.86685,0.08230000000000004
355160629,"[8, 9, 10, 35]",0.3628825,0.00024999999999997247
355160664,"[9, 35]",6.694,0.06600000000000072
355219978,"[6, 7, 8, 9, 33, 34]",4.196716666666666,0.21999999999999975
355220957,[34],5.852,
355224064,"[8, 9, 10, 35]",5.710875000000001,0.4142999999999999
355229899,[19],6.6108,
355230055,[19],7.858,
355235442,"[8, 9, 10, 11, 35]",1.224534,0.008939999999999948
355243484,"[11, 35]",3.7,0.020000000000000018
355279206,"[6, 7, 8, 35]",0.371575,0.0006800000000000139
355280914,[7],6.1,
355313072,"[8, 9, 10, 35]",3.626625,0.08369999999999989
355317129,[10],6.7667,
355319186,"[8, 9, 35]",1.2725333333333333,1.0848
355343682,[19],6.58,
355353917,"[7, 8, 9, 33, 34, 35]",4.41495,0.1997
355373774,"[8, 9, 10, 35]",0.5773824999999999,0.0013999999999999568
355374754,"[8, 9, 10, 11, 35]",2.394162,0.057030000000000136
355391877,[14],5.8041,
355393510,[14],7.2245,
355411767,"[8, 33, 34, 35]",1.0247125,0.0018500000000001293
355411788,[35],5.715,
355460529,"[8, 9, 10, 11, 35]",4.032660000000001,0.10110000000000019
355465846,"[9, 10, 35]",6.251333333333332,0.08610000000000007
355496436,[19],6.038,
355529188,[14],2.31,
355531564,"[8, 9, 10, 35]",2.1161375000000002,1.23051
355550305,"[9, 35]",5.8006,0.11280000000000001
355623937,[9],10.745,
355630269,"[8, 9, 10, 35]",4.1377,0.028100000000000236
355632356,"[9, 35]",4.9453,0.10959999999999948
355661755,[9],4.5564,
355665761,"[8, 9]",8.1122,2.9096
355665764,"[8, 9]",6.56385,0.03029999999999955
355666506,"[8, 9, 35]",5.624666666666667,0.41359999999999975
355669525,[14],0.62205,
355677726,[14],3.555,
355694837,"[9, 10, 35]",4.257066666666667,0.0801999999999996
355695352,"[9, 10, 11, 35]",4.3378,0.06479999999999997
355695722,"[9, 10, 11, 35]",3.5301675,2.3637299999999994
355695834,"[9, 10, 11, 35]",0.891295,0.002630000000000021
355696775,"[9, 11, 35]",1.0455166666666666,0.002489999999999881
355696787,"[9, 10, 11, 35]",1.04603,0.0028399999999999537
355699211,[9],5.0997,
355772581,"[8, 9, 35]",3.4368,0.21919999999999984
355794787,"[9, 10, 11, 35]",2.126855,0.04220999999999986
355799562,"[8, 10, 35]",4.14851,2.5641700000000003
355799975,[8],0.496,
355802649,[9],6.91,
355824252,"[18, 19]",1.64567,0.010660000000000114
355824995,"[18, 19]",2.97321,0.017360000000000042
355854441,"[9, 11]",6.7799499999999995,0.47190000000000065
355859113,"[9, 35]",0.801125,0.005549999999999944
355945313,"[8, 9, 10, 35]",3.0423,0.13099999999999978
355946913,"[8, 9]",0.8484800000000001,0.56032
355972756,[10],1.37135,
356011296,"[9, 10, 35]",5.666166666666666,0.18650000000000055
356012181,"[9, 10, 11, 35]",4.981199999999999,0.1200000000000001
356019424,[9],0.6345,
356019543,"[9, 10, 11]",4.757,0.3203000000000005
356075172,"[8, 9, 35]",2.4412333333333334,1.4728999999999999
356087468,"[9, 10, 11, 35]",1.5789050000000002,0.06800000000000006
356087581,"[9, 10, 11, 35]",5.1682500000000005,0.18079999999999963
356088219,"[10, 11, 35]",4.908,0.12929999999999975
356092082,"[10, 35]",1.185095,0.0019900000000001583
356094430,[10],10.02,
356094899,"[8, 9, 10, 35]",4.484775,0.14010000000000034
356095492,[10],4.9653,
356098743,"[9, 10, 35]",2.873086666666667,0.10416000000000025
356171087,"[8, 35]",3.22445,0.1311
356172055,[8],2.64,
356173332,[35],0.09545,
356204477,"[9, 35]",0.60061,0.17189999999999994
356219787,[19],1.98926,
356251956,"[10, 35]",4.095055,7.40989
356299222,"[9, 10, 35]",2.6295,0.024900000000000144
356304331,[9],7.47,
356305792,"[9, 10, 35]",0.37001999999999996,4.999999999999449e-05
356325041,[19],7.079,
356326852,[19],7.47,
356360851,"[9, 10, 11, 35]",3.550775,0.029999999999999805
356374998,[10],0.45824,
356375843,"[10, 12]",4.757300000000001,0.10780000000000012
356396039,[16],0.59224,
356426462,[20],4.1072,
356427097,[20],5.932,
356432287,"[25, 26]",8.0505,0.23299999999999965
356440639,[14],0.95179,
356442096,[12],5.8393,
356443720,[12],2.52592,
356446348,"[11, 12]",3.213,0.006000000000000227
356446815,"[11, 12]",2.69785,0.01570000000000027
356446816,[11],2.3513,
356450465,"[9, 10, 11, 35]",0.151335,1.0000000000010001e-05
356450476,[9],1.4652,
356453778,[10],1.634,
356460084,"[9, 10, 35]",4.001799999999999,0.6591
356461469,"[9, 10]",0.364,0.0
356461942,"[9, 10, 35]",7.953233333333333,5.055299999999999
356485874,"[11, 12]",0.9771049999999999,0.00039000000000000146
356512021,[16],4.43,
356529178,"[9, 10, 35]",2.013583333333333,0.041549999999999976
356592236,[19],2.2762,
356598720,[19],7.2,
356619575,"[9, 10]",5.34295,0.11829999999999963
356620091,"[9, 35]",1.1775799999999998,0.006519999999999859
356620734,"[9, 10, 35]",0.7118866666666667,0.24216000000000004
356620735,"[9, 10, 35]",0.71182,0.242
356621706,"[9, 10, 35]",2.7824166666666668,0.04205000000000014
356621832,[35],6.2304,
356621837,[35],6.2304,
356642321,[19],0.47979,
356663079,[15],8.918,
356665711,[15],2.1183,
356686039,"[10, 11]",0.761145,4.999999999999449e-05
356687005,"[9, 10, 11, 35]",1.7567725,0.054990000000000094
356687270,"[9, 10, 11, 35]",3.73635,0.2803
356690765,"[9, 10, 11]",1.2661033333333334,0.0013499999999999623
356704513,[14],1.00723,
356715548,[14],3.9586,
356722403,[14],3.2915,
356771759,[9],7.403,
356772042,[35],1.3952,
356835725,"[9, 10, 35]",3.7339333333333333,2.2239999999999998
356838976,"[9, 11]",6.29665,0.08669999999999956
356840783,"[9, 10, 11]",0.47781999999999997,0.00037999999999999146
356879445,[32],2.47,
356880321,[32],0.68287,
356880588,[32],4.1731,
356881621,[5],6.976,
356921144,[9],7.872,
356921591,"[9, 10]",0.36006499999999997,0.000130000000000019
356926105,"[9, 10, 35]",1.11205,0.00014999999999987246
356927773,"[9, 10]",4.72695,0.08289999999999953
356929185,"[9, 10]",0.470215,0.00043000000000004146
356930048,[10],0.75014,
356939924,[13],6.846,
356965514,[15],7.2705,
356973726,[15],7.06,
356994825,[14],2.1053,
357023024,"[9, 35]",2.3360950000000003,3.25381
357026052,"[9, 10, 11]",3.584233333333333,0.11039999999999983
357027954,[9],6.7458,
357030420,[9],1.35425,
357082752,[15],0.90576,
357092353,[15],3.8174,
357093036,[15],3.2286,
357103097,[12],8.079,
357105141,"[11, 12]",4.4475,0.04499999999999993
357114932,[20],4.7894,
357118805,"[9, 10]",1.55449,0.0010200000000000209
357130159,[25],4.474,
357141478,[14],2.44266,
357161177,[12],3.959,
357207000,"[11, 13]",3.5045,0.10959999999999992
357207571,"[11, 12]",4.531549999999999,0.13210000000000033
357208862,[11],0.0342,
357258312,[12],4.949,
357275931,[14],3.12,
357277217,[14],0.65353,
357291210,"[9, 10, 35]",4.862099999999999,0.19919999999999938
357314434,"[11, 12]",7.108750000000001,0.4814999999999996
357373461,"[10, 11]",6.6106,0.2851999999999997
357379361,"[9, 35]",7.457000000000001,0.19399999999999995
357382367,"[9, 10, 35]",2.6482533333333333,1.5920400000000001
357382969,"[9, 10, 35]",6.905666666666666,0.23059999999999992
357383491,"[9, 10, 35]",0.29675999999999997,0.0007199999999999984
357383758,[10],3.1864,
357384394,"[9, 10, 35]",7.159966666666667,0.3899999999999997
357384661,"[9, 10]",1.321265,0.0006099999999999994
357409394,[12],0.62024,
357449353,[16],6.377,
357451404,"[15, 16]",1.2715,0.0050000000000001155
357456109,[15],3.5,
357459097,[16],6.2836,
357469130,[12],0.2597,
357480472,"[9, 10]",1.6795,0.03100000000000014
357485769,"[9, 11]",0.63727,0.0010799999999999699
357486208,"[9, 11]",0.83224,0.03708
357490487,[9],7.533,
357542088,[10],2.5815,
357542720,"[9, 10]",2.63385,0.12529999999999974
357600768,[26],3.0894,
357640612,[10],1.876,
357640718,"[9, 10, 11]",0.8106966666666667,0.0006900000000000794
357664219,[12],1.09513,
357664921,"[11, 13]",1.1819,0.00019999999999997797
357676208,[18],6.4725,
357676599,[18],4.7742,
357677360,[18],0.556,
357682975,[26],6.95,
357708802,"[11, 12]",0.944935,0.0008099999999999774
357710442,"[11, 12]",1.14686,0.0034600000000000186
357715069,"[11, 12]",1.59924,0.0015200000000001879
357760296,"[15, 16]",2.21307,0.09385999999999983
357763803,"[15, 16]",1.956805,0.014510000000000023
357764725,"[15, 16]",1.1665649999999999,0.021130000000000093
357779388,"[11, 12]",0.748035,7.00000000000145e-05
357805503,[9],7.936,
357806313,"[9, 10, 35]",6.772666666666667,0.7779999999999996
357813062,[11],11.556,
357823323,[18],6.6952,
357831957,[14],0.78385,
357841983,[14],0.51273,
357878057,"[11, 12]",2.292155,0.004309999999999814
357903022,[9],0.4894,
357906524,[12],3.0727,
357906526,[12],3.0727,
357906942,"[11, 12]",6.199,1.742
357937342,[26],4.56,
357959647,[12],3.2,
357967159,[15],0.37605,
357973063,"[15, 16]",5.09565,0.49189999999999934
357989560,[9],0.762,
357989898,"[9, 10]",1.2194099999999999,0.0024800000000000377
357989915,"[9, 10]",4.654,0.08399999999999963
357989917,"[9, 10]",4.654,0.08399999999999963
358026963,[12],10.207,
358042259,[26],2.8689,
358072353,"[9, 10, 35]",1.1016033333333335,0.0039599999999999635
358081349,"[9, 10, 11]",1.0347800000000003,0.0025600000000001177
358149056,[26],6.537,
358170978,"[9, 10]",0.281585,1.0000000000010001e-05
358183868,"[15, 16]",2.19837,0.0032600000000000406
358228992,"[9, 10]",6.11325,0.08089999999999975
358243855,[26],0.68735,
358303969,[26],0.878,
358303982,[26],0.87838,
358323393,[15],4.63,
